Row ID,Order ID,Order Date,Ship Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin
31,197,2019-04-06,2019-04-08,High,23,310.52,0.01,Regular Air,33.22,12.98,3.14,Penelope Sewall,Miramar,33023,Florida,South,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6
35,225,2019-05-24,2019-05-25,Critical,24,126.58,0.06,Regular Air,18.27,5.58,0.7,Karen Ferguson,Holbrook,11741,New York,East,Home Office,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6
36,225,2019-05-24,2019-05-26,Critical,1,23.7,0.05,Regular Air,-8.97,19.84,4.1,Karen Ferguson,Holbrook,11741,New York,East,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44
58,326,2019-06-03,2019-06-04,High,34,218.27,0.03,Regular Air,-44.137,5.99,4.92,Michelle Tran,Columbia,21044,Maryland,East,Consumer,Office Supplies,Binders and Binder Accessories,"DXL™ Angle-View Binders with Locking Rings, Black",Small Box,0.38
59,326,2019-06-03,2019-06-04,High,17,100.95,0.05,Regular Air,-21.3,5.81,3.37,Michelle Tran,Crofton,21114,Maryland,East,Consumer,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54
66,386,2019-01-24,2019-01-26,High,4,14.96,0.02,Regular Air,-0.030000000,3.69,0.5,Tracy Poddar,Mount Vernon,43050,Ohio,East,Corporate,Office Supplies,Labels,Avery 501,Small Box,0.38
67,386,2019-01-24,2019-01-26,High,4,15.69,0.09,Regular Air,-1.59,3.85,0.7,Tracy Poddar,Mount Vernon,43050,Ohio,East,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44
72,420,2019-10-30,2019-10-30,Not Specified,8,43.29,0.09,Regular Air,-20.69,4.98,4.86,Tony Sayre,Marysville,98270,Washington,West,Small Business,Office Supplies,Paper,Xerox 190,Small Box,0.38
73,420,2019-10-30,2019-11-01,Not Specified,6,41.7,0.03,Regular Air,-14.56,5.78,5.37,Tony Sayre,Marysville,98270,Washington,West,Small Business,Office Supplies,Paper,Xerox 1950,Small Box,0.36
74,448,2019-08-20,2019-08-22,Medium,22,1162.4005,0.09,Regular Air,-284.625,65.99,19.99,Brad Thomas,Long Beach,90805,California,West,Corporate,Technology,Telephones and Communication,iDENi80s,Small Box,0.59
75,449,2019-07-19,2019-07-21,High,45,356.7,0.02,Regular Air,-48.97,7.38,5.21,Candace McMahon,San Marcos,78666,Texas,Central,Corporate,Furniture,Office Furnishings,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box,0.56
76,450,2019-03-04,2019-03-05,Not Specified,29,1000.78,0.05,Express Air,109.33,34.58,8.99,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56
77,450,2019-03-04,2019-03-06,Not Specified,35,543.72,0.05,Regular Air,-211.13,15.7,11.25,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6
78,454,2019-12-26,2019-12-28,Low,42,234.2,0.09,Regular Air,56.22,6.08,1.82,Darrin Martin,Altoona,16602,Pennsylvania,East,Small Business,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag,0.35
80,483,2019-07-10,2019-07-12,High,30,4965.7595,0.08,Regular Air,1198.971,195.99,3.99,Clay Rozendal,Rock Island,61201,Illinois,Central,Corporate,Technology,Telephones and Communication,R380,Small Box,0.58
82,512,2019-05-19,2019-05-19,Low,6,1309.53,0.06,Regular Air,19.180000000,218.08,18.06,Sam Craven,East Point,30344,Georgia,South,Home Office,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57
83,512,2019-05-19,2019-05-21,Low,48,806.37,0.01,Express Air,-166.4,15.42,10.68,Sam Craven,East Point,30344,Georgia,South,Home Office,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58
84,513,2019-04-30,2019-04-30,High,33,5437.92,0,Delivery Truck,-684.57,150.89,60.2,Arthur Prichep,Cleveland,44105,Ohio,East,Home Office,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77
93,610,2019-08-01,2019-08-03,Critical,38,283.65,0.02,Express Air,-29.21,6.68,5.41,Joe Elijah,Fayetteville,72701,Arkansas,South,Home Office,Office Supplies,Paper,Xerox 195,Small Box,0.37
97,613,2019-06-17,2019-06-17,High,12,93.54,0.03,Regular Air,-54.0385,7.3,7.72,Carl Jackson,Waukegan,60087,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38
98,613,2019-06-17,2019-06-18,High,22,905.08,0.09,Regular Air,127.7,42.76,6.22,Carl Jackson,Waukegan,60087,Illinois,Central,Corporate,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,
103,643,2019-03-24,2019-03-25,High,21,2781.82,0.07,Express Air,-695.26,138.14,35,Monica Federle,Gurnee,60031,Illinois,Central,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,
108,706,2019-09-08,2019-09-10,Critical,42,75.14,0.05,Regular Air,0.82,1.76,0.7,Sarah Jordon,Maplewood,55119,Minnesota,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.56
114,740,2019-07-15,2019-07-15,Medium,6,28.01,0.09,Regular Air,3.46,4.98,0.49,Thomas Boland,Sheboygan,53081,Wisconsin,Central,Corporate,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39
116,771,2019-06-16,2019-06-17,Critical,18,88.84,0.08,Regular Air,-38.35,4.98,4.72,Darrin Van Huff,Henderson,42420,Kentucky,South,Home Office,Office Supplies,Paper,Xerox 1949,Small Box,0.36
120,774,2019-12-03,2019-12-05,Critical,17,126.57,0.03,Regular Air,-752.13,4.48,49,Sibella Parks,Albany,97321,Oregon,West,Small Business,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6
121,775,2019-03-17,2019-03-18,Critical,35,43.57,0.1,Regular Air,-19.17,1.26,0.7,Peter McVee,Watertown,02471,MA,East,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81
122,775,2019-03-17,2019-03-19,Critical,8,31.87,0.1,Regular Air,-1.25,4.26,1.2,Peter McVee,Wellesley,02457,MA,East,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44
124,802,2019-01-04,2019-01-06,Critical,33,378.6,0.08,Regular Air,12.7245,11.7,5.63,Kean Nguyen,Lima,45801,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4
125,802,2019-01-04,2019-01-04,Critical,2,38.5,0.09,Regular Air,-52.1391,15.99,9.4,Kean Nguyen,Lima,45801,Ohio,East,Corporate,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49
126,805,2019-07-04,2019-07-06,Not Specified,39,197.56,0.02,Regular Air,-119.86,4.97,5.71,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54
132,835,2019-10-07,2019-10-08,Not Specified,18,125.16,0.02,Regular Air,-23.48,6.48,5.14,Duane Huffman,Lancaster,75146,Texas,Central,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37
137,871,2019-11-14,2019-11-14,Low,17,104.94,0.06,Regular Air,-34.97,6.24,5.22,David Kendrick,Saratoga,95070,California,West,Home Office,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6
143,928,2019-03-01,2019-03-06,Low,21,1222.68,0.06,Express Air,300.97,59.98,3.99,Anthony O'Donnell,Overland Park,66212,Kansas,Central,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57
144,928,2019-03-01,2019-03-03,Low,26,390.2,0.02,Express Air,45,14.58,7.4,Anthony O'Donnell,Overland Park,66212,Kansas,Central,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48
153,964,2019-05-19,2019-05-21,Medium,50,315.02,0.02,Regular Air,95.1575,5.98,1.49,Stefania Perrino,Concord,03301,New Hampshire,East,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39
154,964,2019-05-19,2019-05-21,Medium,4,40.02,0.02,Regular Air,-1.28,9.93,1.09,Stefania Perrino,New Bedford,02740,MA,East,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43
155,965,2019-05-14,2019-05-21,Low,42,11230.25,0.07,Delivery Truck,-679.044366,280.98,35.67,Jas O'Carroll,Xenia,45385,Ohio,East,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66
160,995,2019-05-30,2019-05-31,Medium,46,1815.49,0.03,Regular Air,782.91,39.89,3.04,Neola Schneider,Joliet,60432,Illinois,Central,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53
173,1095,2019-08-21,2019-08-23,Medium,28,142.18,0.07,Regular Air,-50.14,4.98,4.72,Ed Braxton,Surprise,85374,Arizona,West,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.36
174,1127,2019-09-18,2019-09-19,Not Specified,48,5340.5,0.01,Regular Air,1215.28,110.98,13.99,Stuart Calhoun,Grove City,43123,Ohio,East,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69
182,1191,2019-11-06,2019-11-07,Medium,35,3532.96,0.08,Delivery Truck,-243.60336,100.8,60,Karl Brown,Westfield,07090,New Jersey,East,Home Office,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum,0.59
200,1317,2019-05-18,2019-05-20,High,44,523.42,0.06,Regular Air,39.423,11.7,5.63,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4
201,1317,2019-05-18,2019-05-19,High,40,192.54,0.08,Regular Air,-186.73,4.98,7.44,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Paper,Xerox 1922,Small Box,0.36
202,1317,2019-05-18,2019-05-20,High,29,156.7,0.06,Regular Air,-76.64,5.28,5.57,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Paper,Xerox 1981,Small Box,0.4
215,1414,2019-08-15,2019-08-15,Critical,44,4530.96,0.07,Delivery Truck,-993.35,105.49,41.64,Carol Darley,Parker,80134,Colorado,West,Small Business,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box,0.75
216,1440,2019-08-09,2019-08-11,Low,41,726.22,0.01,Regular Air,52.47,17.67,8.99,Stefanie Holloman,Benton,72015,Arkansas,South,Small Business,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47
222,1445,2019-01-09,2019-01-12,Medium,3,1326.09,0,Regular Air,-20.5505,420.98,19.99,Shahid Shariari,Novi,48375,Michigan,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
223,1445,2019-01-09,2019-01-11,Medium,30,339.49,0.08,Regular Air,-74.21,11.97,5.81,Shahid Shariari,Novi,48375,Michigan,Central,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6
228,1538,2019-06-17,2019-06-18,Not Specified,15,1297.304,0,Regular Air,149.823,95.99,4.9,Ted Trevino,Pharr,78577,Texas,Central,Corporate,Technology,Telephones and Communication,T60,Small Box,0.56
229,1539,2019-03-09,2019-03-11,Low,33,511.83,0.1,Regular Air,-172.8795,15.99,13.18,Carl Ludwig,Wheaton,60187,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37
230,1539,2019-03-09,2019-03-14,Low,38,184.99,0.05,Regular Air,-144.55,4.89,4.93,Carl Ludwig,Wheaton,60187,Illinois,Central,Corporate,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66
235,1575,2019-09-12,2019-09-14,Medium,26,133.65,0.05,Regular Air,56.28,4.98,0.8,Dave Poirier,Rancho Cucamonga,91730,California,West,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36
236,1575,2019-09-12,2019-09-14,Medium,10,525.674,0.08,Regular Air,-147.015,65.99,5.26,Dave Poirier,Rancho Cucamonga,91730,California,West,Small Business,Technology,Telephones and Communication,8860,Small Box,0.56
240,1637,2019-02-07,2019-02-07,Not Specified,36,1225.52,0.1,Express Air,-1191.13,35.48,35,Aleksandra Gannaway,Vacaville,95687,California,West,Corporate,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box,0.85
241,1637,2019-02-07,2019-02-07,Not Specified,10,1024.29,0.07,Regular Air,-95.52,99.99,19.99,Aleksandra Gannaway,Vallejo,94591,California,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52
242,1637,2019-02-07,2019-02-09,Not Specified,47,1348.57,0.08,Regular Air,19.57,30.98,8.99,Aleksandra Gannaway,Vallejo,94591,California,West,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58
243,1639,2019-08-19,2019-08-20,Not Specified,24,163.14,0.09,Regular Air,-62.2,6.78,6.18,Sean Christensen,Neenah,54956,Wisconsin,Central,Home Office,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39
245,1666,2019-10-17,2019-10-19,Critical,19,5642.18,0.09,Express Air,1996.6755,315.98,19.99,Nona Balk,Lafayette,70506,Louisiana,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Small Box,0.38
249,1702,2019-05-06,2019-05-07,High,23,67.24,0.06,Regular Air,4.9,2.84,0.93,Annie Cyprus,Oak Forest,60452,Illinois,Central,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54
255,1767,2019-03-13,2019-03-15,High,10,46.34,0.05,Regular Air,-7.76,4.71,0.7,Roger Barcio,Boise,83701,Idaho,West,Corporate,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8
285,1988,2019-10-05,2019-10-07,Not Specified,9,122.14,0.04,Regular Air,-16.99,13.48,4.51,Paul Knutson,Sayreville,08871,New Jersey,East,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59
297,2053,2019-02-06,2019-02-07,Critical,39,19342.84,0.01,Delivery Truck,5603.95,500.98,126,Todd Boyes,Sun Prairie,53590,Wisconsin,Central,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6
298,2053,2019-02-06,2019-02-08,Critical,7,771.783,0.08,Regular Air,-449.526,140.99,4.2,Todd Boyes,Sun Prairie,53590,Wisconsin,Central,Consumer,Technology,Telephones and Communication,7160,Small Box,0.59
312,2181,2019-09-12,2019-09-12,Medium,40,102.56,0.06,Regular Air,36.62,2.61,0.5,Kelly Lampkin,Garland,75043,Texas,Central,Home Office,Office Supplies,Labels,Avery 494,Small Box,0.39
313,2181,2019-09-12,2019-09-14,Medium,3,15.87,0.01,Express Air,2.53,3.49,0.76,Kelly Lampkin,Georgetown,78626,Texas,Central,Home Office,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,Wrap Bag,0.39
314,2208,2019-04-30,2019-05-02,Not Specified,7,82.06,0.07,Regular Air,-26.9905,11.5,7.19,Jack O'Briant,Woodbury,55125,Minnesota,Central,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4
315,2208,2019-04-30,2019-05-01,Not Specified,41,23281.05,0.09,Regular Air,9097.645,599.99,24.49,Jack O'Briant,Woodbury,55125,Minnesota,Central,Home Office,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37
331,2277,2019-01-01,2019-01-02,Not Specified,10,66.54,0.01,Regular Air,-46.03,5.98,4.38,Don Miller,Calumet City,60409,Illinois,Central,Home Office,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75
332,2277,2019-01-01,2019-01-03,Not Specified,21,845.32,0.06,Regular Air,33.67,40.99,19.99,Don Miller,Calumet City,60409,Illinois,Central,Home Office,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36
338,2306,2019-07-25,2019-07-27,High,15,113.5,0.05,Regular Air,-46.345,7.45,6.28,Liz Thompson,Columbia,65203,MO,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4
340,2309,2019-09-03,2019-09-05,Low,7,27.01,0.05,Regular Air,-1.2995,3.8,1.49,Eric Barreto,Huntington Beach,92646,California,West,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38
341,2311,2019-05-01,2019-05-02,High,31,1324.09,0.01,Regular Air,94.96,40.89,18.98,Fred Harton,Colorado Springs,80906,Colorado,West,Home Office,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57
350,2436,2019-09-10,2019-09-13,Not Specified,14,330.21,0.07,Express Air,83.24,22.84,5.47,Adam Hart,Laguna Hills,92653,California,West,Corporate,Office Supplies,Paper,Xerox 1929,Small Box,0.39
353,2465,2019-06-23,2019-06-25,Critical,28,1082.45,0.04,Regular Air,271.87,39.48,1.99,Rob Haberlin,Marshalltown,50158,Iowa,Central,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54
355,2467,2019-07-15,2019-07-16,Not Specified,30,4147.47,0.09,Delivery Truck,586.61,145.45,17.85,Caroline Jumper,White Plains,10605,New York,East,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56
362,2532,2019-10-10,2019-10-11,High,39,282.07,0.03,Regular Air,140.01,7.31,0.49,Alan Barnes,Springfield,62701,Illinois,Central,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38
363,2532,2019-10-10,2019-10-11,High,24,426.037,0.01,Regular Air,-78.958,20.99,2.5,Alan Barnes,Springfield,62701,Illinois,Central,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81
374,2595,2019-12-13,2019-12-14,Not Specified,13,11764.25,0.04,Delivery Truck,2322.44,880.98,44.55,Art Miller,Lakewood,80232,Colorado,West,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62
375,2595,2019-12-13,2019-12-15,Not Specified,4,25.17,0.09,Regular Air,5.88,5.47,5.26,Art Miller,Lakewood,80232,Colorado,West,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Acrylic Frame,Small Pack,0.42
376,2595,2019-12-13,2019-12-15,Not Specified,29,208.47,0.01,Express Air,-125.6,6.48,8.74,Art Miller,Littleton,80122,Colorado,West,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36
377,2626,2019-09-07,2019-09-09,Not Specified,16,48.37,0.02,Regular Air,18.02,2.88,0.5,Christine Kargatis,Papillion,68046,Nebraska,Central,Small Business,Office Supplies,Labels,Avery 504,Small Box,0.36
384,2657,2019-10-16,2019-10-18,High,30,8316.76,0.05,Delivery Truck,2108.8,279.81,23.19,Troy Blackwell,Kissimmee,34741,Florida,South,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59
385,2657,2019-10-16,2019-10-17,High,37,2143.2155,0.02,Regular Air,464.355,65.99,8.99,Troy Blackwell,Kissimmee,34741,Florida,South,Home Office,Technology,Telephones and Communication,i270,Small Box,0.55
386,2658,2019-09-22,2019-09-23,Medium,34,229.51,0.04,Regular Air,-189.33,6.48,9.54,Bill Shonely,Lodi,95240,California,West,Small Business,Office Supplies,Paper,Xerox 1905,Small Box,0.37
387,2658,2019-09-22,2019-09-22,Medium,32,473,0.09,Express Air,-185.8,15.42,10.68,Bill Shonely,Lodi,95240,California,West,Small Business,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58
406,2757,2019-07-19,2019-07-19,Critical,39,3554.46,0.07,Delivery Truck,-1766.01,95.95,74.35,Julia West,Freeport,61032,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57
407,2757,2019-07-19,2019-07-20,High,42,569.32,0.05,Express Air,84.38,12.98,3.14,Lycoris Saunders,Indian Trail,28079,North Carolina,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6
422,2823,2019-09-08,2019-09-09,High,17,357.43,0.08,Regular Air,-135.98,20.97,6.5,Robert Waldorf,Oakville,63129,MO,Central,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78
423,2823,2019-09-08,2019-09-09,High,21,4754.08,0,Delivery Truck,299.88,225.02,28.66,Robert Waldorf,Oakville,63129,MO,Central,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72
429,2882,2019-08-21,2019-08-23,High,23,3872.87,0.03,Delivery Truck,565.34,160.98,30,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62
430,2882,2019-08-21,2019-08-22,High,9,356.72,0.07,Regular Air,12.61,40.98,1.99,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44
431,2883,2019-01-22,2019-01-24,Low,34,2154.34,0.1,Regular Air,177.66,64.98,6.88,Rob Haberlin,Marshalltown,50158,Iowa,Central,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73
439,2947,2019-04-25,2019-04-27,Critical,8,57.04,0.05,Regular Air,-29.06,6.48,6.81,Pete Armstrong,Owasso,74055,Oklahoma,Central,Consumer,Office Supplies,Paper,Xerox 1930,Small Box,0.36
441,2978,2019-05-02,2019-05-03,Critical,34,6264.1855,0.01,Regular Air,1312.038,205.99,19.99,Alan Schoenberger,Mountain View,94043,California,West,Corporate,Technology,Telephones and Communication,iDEN i550,Small Box,0.6
442,2978,2019-05-02,2019-05-04,Critical,36,5410.95,0.09,Regular Air,2077.91,162.93,19.99,Alan Schoenberger,Murrieta,92563,California,West,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39
443,2978,2019-05-02,2019-05-03,Critical,28,4671.1495,0.07,Regular Air,947.313,200.99,4.2,Alan Schoenberger,Smithfield,02917,Rhode Island,East,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59
444,3008,2019-11-07,2019-11-08,Medium,41,6831.72,0.01,Regular Air,3081.02,162.93,19.99,Charles Crestani,Santa Clara,95051,California,West,Consumer,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39
449,3046,2019-11-29,2019-12-01,High,24,10094.43,0.03,Regular Air,4451.008,420.98,19.99,Sung Pak,Nampa,83686,Idaho,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
463,3141,2019-11-09,2019-11-11,Critical,30,534.96,0.08,Regular Air,-26.72,18.89,3.17,Matt Collister,Bethesda,20814,Maryland,East,Home Office,Technology,Computer Peripherals,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.69
472,3235,2019-11-14,2019-11-16,Low,31,142.97,0.1,Express Air,-12.26,4.71,0.7,James Lanier,Mansfield,76063,Texas,Central,Corporate,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85
